Media_Type,Amount,Loan_Types,Mercnt_Size,Failed_Trans,Freq_Trans,No_Trans,Last_mth_Tr,AM0PM1,Country
PA,4540,Personal,0,0,3,3,2,1,Other
FT,567,Personal,0,0,1,1,1,1,Other
FT,9415,Credit,0,0,48,5,1,0,AU
PA,5173,Personal,0,0,6,6,1,1,AU
FT,6471,Personal,0,0,2,4,1,1,AU
PA,202,Personal,0,0,22,1,1,0,Other
PA,2374,Personal,0,0,15,1,1,1,AU
PA,5266,Personal,0,0,1,2,1,0,Other
PA,8381,Personal,0,0,8,5,1,0,Other
PA,7008,Business,7008,0,8,2,1,0,Other
PA,1901,Personal,0,0,37,1,1,0,AU
FT,3154,Personal,0,0,27,4,2,0,Other
PA,1103,Personal,0,0,27,10,1,1,Other
PA,577,Personal,0,0,1,2,1,0,Other
FT,29,Home_Loan,0,0,23,2,1,1,NL
PA,206,Personal,0,0,43,3,1,1,AU
PA,5466,Personal,0,0,1,3,1,0,Other
PA,774,Business,774,0,39,1,4,0,Other
PA,8606,Personal,0,0,37,3,1,1,AU
PA,370,Personal,0,0,31,5,4,0,AU
PA,4658,Personal,0,0,1,6,1,0,Other
PA,4987,Personal,4987,0,3,2,1,0,AU
PA,1639,Personal,3177,0,1,1,1,1,Other
PA,2048,Personal,0,0,9,1,5,1,Other
FT,646,Personal,0,0,8,2,2,1,Other
PA,596,Personal,0,0,25,2,1,1,Other
FT,2904,Credit,0,0,32,9,1,0,AU
BPAY,4509,Home_Loan,0,0,36,2,2,1,Other
PA,395,Personal,0,0,38,2,1,1,Other
PA,3245,Personal,0,0,43,2,1,1,AU
PA,2509,Business,0,0,48,2,1,1,Other
PA,583,Personal,0,0,3,2,1,1,AU
PA,3364,Personal,0,0,5,2,1,0,Other
PA,8454,Personal,0,0,3,2,1,0,Other
PA,5228,Personal,0,0,2,2,1,1,AU
OTT,610,Personal,0,0,28,2,1,0,AU
PA,6022,Personal,0,0,4,3,1,0,AU
PA,6037,Personal,0,0,39,2,2,1,AU
PA,573,Home_Loan,0,0,4,11,2,0,AU
PA,1897,Personal,1897,0,2,4,2,0,AU
OTT,2982,Personal,0,0,2,3,2,1,Other
PA,6768,Home_Loan,0,0,1,1,1,0,AU
PA,3363,Personal,0,0,16,2,3,1,AU
FT,711,Personal,0,0,42,4,1,0,ZA
FT,3361,Credit,0,0,3,2,1,0,Other
PA,9725,Personal,0,0,39,3,1,1,Other
PA,6648,Personal,6648,0,5,1,2,0,Other
OTT,9456,Personal,0,0,2,2,2,1,AU
PA,404,Home_Loan,0,0,2,1,1,1,AU
PA,2851,Personal,0,0,50,1,2,0,AU
PA,800,Personal,3203,0,5,4,2,1,AU
FT,1895,Credit,0,0,5,14,1,1,AU
BPAY,859,Personal,0,0,12,2,2,0,AU
PA,4144,Personal,0,0,2,2,2,1,Other
PA,508,Personal,0,0,19,2,1,1,Other
FT,3484,Personal,0,0,3,7,2,1,Other
PA,4656,Personal,0,0,17,1,1,0,AU
PA,1689,Home_Loan,0,0,3,2,1,0,Other
FT,3160,Personal,0,0,7,1,2,0,Other
PA,7681,Personal,0,0,30,1,1,1,Other
PA,46,Personal,0,0,7,5,2,1,Other
PA,873,Personal,0,0,5,3,1,0,AU
PA,2568,Personal,2568,0,4,1,2,0,Other
FT,1719,Personal,0,0,1,1,1,0,Other
PA,7186,Personal,7186,0,2,4,1,1,UK
PA,1328,Personal,1328,0,6,3,1,1,AU
PA,5942,Personal,0,0,8,2,1,0,Other
PA,5610,Personal,0,0,10,2,2,1,Other
FT,5468,Personal,0,0,6,2,3,0,Other
PA,4396,Personal,0,0,8,2,1,1,Other
PA,425,Business,0,0,8,1,1,1,Other
FT,633,Personal,0,0,11,5,1,0,AU
PA,1539,Personal,1539,0,2,3,1,1,AU
FT,7284,Personal,0,0,40,3,2,1,Other
PA,2568,Personal,0,0,5,2,2,1,Other
PA,7432,Personal,0,0,8,3,1,1,Other
PA,3126,Home_Loan,0,0,3,6,2,0,Other
PA,2524,Personal,0,0,4,3,1,1,AU
OTT,881,Personal,881,0,9,1,2,1,Other
FT,173,Personal,0,0,25,2,2,1,Other
OTT,1170,Personal,0,0,4,15,2,1,Other
FT,842,Personal,0,0,48,2,1,0,Other
PA,1269,Business,0,0,38,4,2,0,Other
PA,2274,Personal,2727,0,6,2,1,1,Other
PA,1626,Personal,0,0,4,9,2,1,AU
PA,37,Personal,1066,0,3,1,2,1,AU
OTT,5845,Personal,0,0,16,2,2,1,Other
FT,1708,Personal,0,0,18,3,2,0,AU
FT,3888,Personal,0,0,1,2,1,1,AU
PA,238,Home_Loan,0,0,32,2,1,0,AU
PA,1969,Personal,0,0,43,10,1,0,AU
FT,3825,Credit,0,0,48,3,1,0,AU
FT,6847,Personal,0,0,1,3,1,0,Other
FT,1962,Home_Loan,0,0,4,4,1,0,Other
FT,5893,Personal,0,0,2,3,2,1,Other
PA,2554,Personal,0,0,31,5,1,1,Other
PA,5619,Home_Loan,0,0,7,5,1,0,AU
OTT,10518,Personal,10518,0,27,3,2,1,AU
FT,2763,Personal,0,0,2,3,1,0,Other
PA,1059,Personal,0,0,43,2,1,0,Other
PA,2909,Home_Loan,0,0,2,2,1,0,AU
PA,1124,Personal,0,0,39,3,1,1,Other
FT,3173,Personal,0,0,5,1,1,0,Other
FT,1575,Personal,0,0,5,3,1,0,Other
PA,199,Personal,0,0,3,3,2,0,Other
PA,1013,Personal,0,0,2,1,1,0,Other
PA,1476,Personal,0,0,9,1,2,0,Other
BPAY,3369,Personal,0,0,5,3,2,1,AU
BPAY,2980,Personal,0,0,8,2,4,0,Other
PA,7855,Personal,0,0,50,13,1,0,AU
BPAY,10615,Personal,0,0,42,1,2,0,AU
FT,418,Personal,0,0,15,3,1,1,Other
OTT,1864,Personal,0,0,14,3,1,0,Other
PA,6432,Personal,0,0,10,2,1,0,AU
PA,8806,Home_Loan,0,0,8,3,1,1,Other
PA,289,Personal,0,0,6,2,1,1,AU
PA,3332,Business,0,0,7,4,2,1,Other
PA,5463,Business,0,0,3,3,1,1,Other
PA,668,Personal,0,0,3,3,1,1,AU
PA,2483,Personal,0,0,15,2,1,1,Other
PA,3473,Personal,0,0,1,11,1,1,Other
PA,5110,Personal,0,0,25,1,1,1,AU
PA,4834,Personal,4834,0,3,10,2,0,AU
FT,1448,Business,0,0,36,1,1,1,ZA
OTT,422,Personal,0,0,4,1,1,0,Other
PA,3567,Personal,0,0,35,10,1,0,AU
PA,1787,Personal,0,0,13,6,1,0,Other
PA,1737,Personal,1737,0,4,1,1,0,Other
BPAY,10624,Personal,0,0,7,3,1,1,AU
PA,3754,Personal,0,0,6,1,2,1,Other
PA,1438,Business,0,0,22,3,1,1,AU
FT,5338,Personal,0,0,2,4,1,1,Other
PA,343,Personal,0,0,9,2,1,0,Other
FT,7620,Credit,0,0,32,8,1,1,Other
PA,8945,Personal,0,0,10,6,1,0,AU
PA,6793,Personal,0,0,49,5,1,1,UK
FT,2626,Credit,0,0,40,12,2,0,Other
FT,4192,Business,0,0,16,2,2,0,CZ
PA,7975,Personal,0,0,3,5,1,0,Other
FT,2526,Personal,0,0,3,5,1,1,Other
PA,8106,Personal,0,0,33,6,1,1,AU
PA,8904,Personal,0,0,3,5,1,0,Other
PA,5612,Personal,0,0,2,3,1,1,Other
PA,353,Business,0,0,7,6,1,0,Other
PA,5283,Personal,0,0,5,3,1,0,Other
PA,65,Personal,0,0,43,4,1,0,AU
FT,4469,Credit,0,0,3,3,1,0,AU
PA,4139,Other,4139,0,7,4,1,0,Other
PA,2486,Personal,0,0,5,2,2,1,Other
PA,1068,Personal,0,0,2,5,2,1,Other
PA,128,Personal,0,0,3,5,1,1,ZA
PA,7203,Personal,0,0,4,2,4,1,Other
PA,216,Personal,0,0,3,9,2,0,AU
PA,3079,Business,0,0,2,2,1,1,Other
BPAY,2048,Home_Loan,0,0,2,2,2,1,Other
PA,641,Personal,0,0,35,2,1,1,AU
PA,1221,Personal,1221,0,40,1,1,1,AU
PA,1281,Personal,0,0,2,2,1,1,Other
FT,367,Personal,0,0,32,2,2,1,CZ
PA,1922,Personal,0,0,34,2,1,0,AU
PA,4543,Personal,0,0,2,5,1,0,Other
PA,81,Personal,0,0,2,15,1,0,AU
PA,625,Personal,0,0,8,2,1,1,Other
PA,3827,Personal,3801,0,1,5,2,0,AU
FT,6132,Business,0,0,3,2,1,1,Other
FT,3362,Credit,0,0,12,1,2,1,Other
PA,10,Personal,0,0,9,2,5,0,Other
FT,547,Personal,0,0,2,2,1,0,AU
PA,2492,Personal,0,0,22,4,1,0,Other
PA,4754,Personal,927,0,46,2,1,0,AU
PA,250,Home_Loan,0,0,25,2,1,1,AU
PA,8911,Personal,0,0,2,1,1,1,AU
OTT,2528,Personal,0,0,28,1,2,0,Other
PA,775,Personal,775,0,2,3,1,0,Other
PA,1839,Personal,0,0,12,4,1,0,AU
FT,2521,Personal,0,0,9,1,2,0,Other
PA,992,Personal,0,0,29,3,1,1,AU
PA,3028,Personal,0,0,3,1,1,0,Other
FT,7807,Personal,0,0,4,1,2,0,AU
PA,1439,Business,0,0,13,3,1,1,Other
PA,825,Personal,0,0,5,2,1,0,AU
PA,1461,Personal,0,0,19,2,1,1,AU
PA,2245,Personal,0,0,13,1,2,0,AU
OTT,1804,Personal,0,0,6,5,1,1,AU
PA,2035,Personal,2035,0,7,6,1,0,Other
PA,792,Personal,0,0,2,4,1,1,Other
OTT,2804,Personal,0,0,12,2,1,1,Other
PA,79,Personal,0,0,1,4,1,1,Other
PA,710,Personal,0,0,28,3,3,1,AU
PA,2431,Personal,0,0,6,1,2,1,Other
PA,8936,Personal,0,0,3,12,1,0,AU
PA,1770,Personal,0,0,8,5,1,0,AU
PA,1249,Personal,0,0,23,1,2,1,AU
FT,8675,Credit,0,0,1,11,1,1,AU
PA,3043,Personal,159,0,3,4,2,0,AU
FT,7062,Personal,0,0,6,6,1,0,AU
PA,6504,Business,0,0,3,1,2,0,Other
PA,1537,Personal,0,0,48,1,1,1,AU
PA,3114,Personal,3114,0,1,3,1,1,AU
PA,1345,Personal,0,0,9,2,1,0,Other
FT,2326,Personal,0,0,29,2,1,1,Other
PA,1876,Personal,1876,0,3,1,2,0,Other
PA,5050,Personal,0,0,33,1,1,0,AU
OTT,548,Personal,0,0,3,2,1,0,Other
FT,622,Personal,0,0,9,3,2,0,Other
PA,1657,Personal,0,0,5,15,1,0,AU
OTT,925,Personal,925,0,2,4,1,1,Other
PA,108,Personal,175,0,9,5,2,1,AU
PA,212,Personal,0,0,13,1,1,0,Other
PA,9311,Personal,0,0,4,1,1,0,Other
PA,8467,Personal,0,0,39,3,2,1,Other
PA,1777,Home_Loan,0,0,48,12,1,1,AU
FT,3403,Personal,0,0,4,2,1,1,Other
PA,3363,Personal,0,0,3,2,1,0,AU
PA,1253,Personal,0,0,14,2,1,0,Other
PA,8666,Personal,0,0,1,1,2,1,Other
PA,1834,Personal,0,0,22,5,1,0,Other
PA,2917,Personal,0,0,4,1,1,0,Other
PA,6771,Personal,0,0,3,1,1,1,Other
PA,10627,Personal,0,0,8,10,1,0,UK
FT,382,Personal,0,0,8,4,1,1,AU
PA,529,Personal,0,0,4,4,1,1,AU
FT,442,Credit,0,0,2,6,1,1,AU
PA,557,Personal,0,0,5,9,1,1,Other
PA,1031,Personal,0,0,3,2,1,0,ZA
PA,4627,Personal,4627,0,3,2,1,1,Other
PA,6589,Personal,0,0,26,3,1,0,AU
PA,5171,Personal,0,0,3,1,5,1,AU
FT,7929,Personal,0,0,4,1,1,0,Other
FT,30,Credit,0,0,3,2,1,1,Other
PA,2408,Personal,0,0,3,14,2,1,Other
PA,291,Personal,0,0,9,2,1,1,Other
PA,1442,Personal,0,0,48,14,1,1,Other
PA,9186,Personal,0,0,4,2,2,1,Other
PA,4051,Personal,0,0,5,3,1,0,AU
PA,759,Personal,0,0,2,3,1,1,AU
FT,884,Personal,0,0,7,4,3,0,AU
PA,6309,Personal,0,0,6,2,2,1,Other
PA,34,Personal,0,0,15,3,1,1,AU
PA,7725,Personal,0,0,3,2,2,0,Other
PA,3105,Business,0,0,3,2,1,0,Other
PA,2549,Personal,0,0,2,2,4,0,AU
FT,2280,Home_Loan,0,0,3,1,1,0,Other
PA,416,Personal,0,0,13,1,2,0,Other
PA,9963,Personal,0,0,35,1,2,1,US
PA,4429,Personal,0,0,4,3,1,1,AU
PA,176,Personal,0,0,2,3,1,1,US
FT,268,Home_Loan,0,0,4,6,1,1,Other
BPAY,10210,Personal,0,0,48,3,1,0,AU
PA,9286,Personal,0,0,4,13,2,0,AU
PA,6302,Personal,0,0,5,2,1,0,AU
PA,487,Personal,487,0,2,3,2,0,AU
PA,3767,Personal,0,0,42,1,2,1,Other
FT,122,Personal,0,0,9,2,2,1,Other
PA,8543,Personal,0,0,4,5,1,1,Other
FT,1041,Credit,0,0,29,2,1,0,AU
FT,290,Personal,0,0,5,6,1,1,Other
FT,5054,Personal,0,0,1,3,2,1,Other
PA,9458,Business,0,0,41,1,1,1,Other
PA,205,Personal,205,0,4,1,1,1,Other
PA,3431,Home_Loan,3603,0,27,2,1,0,AU
PA,927,Home_Loan,0,0,2,3,1,1,AU
PA,1921,Business,0,0,6,2,1,0,Other
OTT,1543,Personal,0,0,2,1,3,1,Other
PA,82,Personal,0,0,4,2,1,1,Other
PA,1175,Personal,0,0,34,3,1,1,AU
FT,4140,Personal,0,0,5,3,1,0,AU
PA,530,Personal,0,0,1,3,1,1,AU
PA,5893,Personal,0,0,25,1,1,0,AU
PA,4672,Personal,0,0,8,6,1,1,AU
PA,3170,Personal,0,0,20,3,3,1,Other
PA,2888,Personal,1155,0,4,2,1,0,Other
FT,371,Home_Loan,0,0,8,4,1,1,Other
PA,271,Home_Loan,0,0,2,2,2,1,Other
PA,1218,Personal,0,0,2,3,2,1,Other
PA,6892,Home_Loan,1849,0,4,9,1,0,Other
PA,1536,Personal,0,0,42,1,1,1,AU
PA,2161,Home_Loan,0,0,27,2,2,0,Other
PA,1564,Personal,0,0,2,3,3,1,AU
PA,2383,Personal,0,0,7,3,1,1,AU
PA,6728,Personal,436,0,7,3,2,1,AU
PA,1890,Personal,0,0,22,1,1,0,Other
FT,8010,Personal,0,0,3,14,1,1,AU
PA,3729,Personal,5897,0,43,3,2,0,Other
PA,6976,Personal,0,0,46,2,1,0,AU
PA,6770,Personal,6770,0,5,3,1,1,Other
PA,8890,Personal,0,0,5,3,2,1,AU
PA,967,Home_Loan,0,0,3,4,1,0,AU
PA,3291,Personal,3291,0,2,6,1,1,Other
OTT,3484,Personal,0,0,7,1,2,1,Other
PA,1986,Personal,1986,0,5,15,1,1,AU
BPAY,2386,Home_Loan,0,0,2,15,2,1,Other
PA,3309,Home_Loan,0,0,4,4,3,1,Other
PA,5081,Home_Loan,0,0,12,2,1,0,AU
PA,228,Personal,0,0,2,2,1,1,Other
PA,2202,Business,2202,0,36,3,1,1,AU
PA,220,Personal,0,0,15,3,2,1,Other
PA,2213,Personal,0,0,36,1,1,0,Other
PA,1144,Personal,0,0,12,2,1,0,AU
PA,8065,Personal,8065,0,4,2,1,0,Other
PA,1479,Personal,0,0,6,15,1,0,Other
OTT,5959,Personal,2647,0,37,1,1,0,AU
PA,6933,Personal,0,0,5,2,1,0,AU
OTT,569,Personal,0,0,2,3,5,0,AU
PA,4151,Personal,0,0,3,2,1,1,Other
PA,4489,Personal,4489,0,1,2,2,0,AU
FT,2086,Personal,0,0,47,3,5,0,ZA
PA,2159,Personal,0,0,17,7,1,0,AU
PA,4372,Home_Loan,0,0,3,4,1,0,AU
PA,83,Personal,0,0,3,14,1,1,AU
FT,5156,Personal,0,0,4,13,1,0,Other
PA,9460,Personal,0,0,37,2,1,1,Other
OTT,773,Personal,0,0,33,4,2,0,AU
PA,160,Personal,160,0,8,2,1,0,AU
PA,247,Business,0,0,2,3,1,1,Other
PA,4321,Home_Loan,0,0,3,2,2,1,Other
PA,4728,Personal,0,0,42,2,1,0,AU
PA,10667,Personal,0,0,3,4,2,0,Other
FT,4987,Personal,0,0,22,5,1,0,AU
PA,7481,Personal,0,0,6,1,1,0,Other
PA,8006,Personal,0,0,4,1,1,0,Other
PA,6541,Business,0,0,31,2,2,0,Other
PA,4149,Personal,0,0,10,1,1,1,AU
PA,4881,Personal,0,0,18,2,1,0,Other
PA,3631,Personal,0,0,6,2,1,0,Other
PA,1447,Personal,0,0,40,2,1,1,Other
PA,401,Personal,0,0,21,5,4,1,Other
FT,1981,Personal,0,0,3,2,1,0,Other
FT,7736,Personal,0,0,5,4,2,1,Other
PA,2166,Business,0,0,16,2,1,1,AU
PA,942,Personal,0,0,25,2,1,0,AU
BPAY,925,Personal,0,0,2,11,2,1,Other
PA,296,Personal,0,0,2,1,3,0,Other
PA,100,Personal,0,0,30,11,1,1,AU
PA,727,Personal,0,0,8,2,1,1,AU
PA,5380,Personal,0,0,3,1,1,1,Other
PA,4734,Personal,0,0,3,6,1,0,AU
PA,4802,Home_Loan,0,0,4,5,1,1,AU
PA,1895,Personal,0,0,14,6,1,0,Other
PA,3703,Personal,0,0,6,2,4,1,AU
PA,5252,Personal,0,0,2,1,2,1,Other
OTT,5388,Personal,0,0,1,3,2,1,US
PA,6833,Personal,0,0,9,1,2,1,Other
FT,1880,Personal,0,0,2,2,1,0,AU
PA,2996,Personal,0,0,5,1,1,0,Other
PA,6908,Personal,0,0,15,2,1,0,AU
OTT,1717,Personal,0,0,20,6,2,1,Other
PA,7581,Personal,0,0,10,2,1,1,ZA
PA,378,Personal,0,0,2,1,1,0,Other
PA,1982,Business,407,0,5,15,1,0,Other
FT,2201,Credit,0,0,16,3,1,0,AU
FT,1882,Credit,0,0,5,4,1,0,Other
PA,1371,Personal,0,0,46,3,1,0,AU
PA,8536,Home_Loan,0,0,7,5,5,0,Other
PA,3962,Personal,0,0,32,1,2,1,Other
PA,4524,Personal,0,0,47,3,1,1,Other
PA,5443,Personal,0,0,8,2,1,0,US
PA,1429,Personal,0,0,37,6,1,0,Other
PA,4495,Personal,167,0,2,2,1,0,AU
PA,3840,Personal,0,0,2,4,5,1,Other
PA,9141,Personal,9141,0,19,6,1,0,AU
PA,1203,Personal,0,0,5,1,1,1,AU
PA,5553,Business,0,0,3,6,1,1,Other
PA,134,Personal,0,0,5,1,1,0,AU
FT,2228,Credit,0,0,12,2,1,1,Other
PA,457,Personal,0,0,36,9,1,1,UK
PA,572,Personal,0,0,10,3,4,0,Other
OTT,3650,Personal,0,0,5,3,1,0,CZ
PA,1017,Business,0,0,40,8,1,1,AU
PA,5306,Business,883,0,29,3,1,1,AU
PA,9607,Personal,2707,0,2,5,2,1,Other
FT,6370,Credit,0,0,1,1,2,1,Other
OTT,705,Personal,0,0,3,3,1,1,Other
PA,9728,Personal,0,0,3,4,1,0,AU
PA,8211,Personal,0,0,2,2,1,1,Other
PA,177,Personal,0,0,49,3,2,0,Other
PA,865,Business,0,0,7,1,1,0,AU
FT,4059,Personal,0,0,5,3,1,0,AU
PA,98,Home_Loan,0,0,3,5,5,0,Other
FT,1566,Personal,0,0,48,6,1,0,Other
PA,722,Personal,0,0,13,2,2,1,Other
FT,2360,Personal,0,0,2,4,2,0,Other
PA,4607,Personal,0,0,46,3,2,0,AU
PA,133,Personal,0,0,7,2,1,0,AU
PA,1953,Personal,0,0,3,15,1,1,Other
PA,1539,Personal,0,0,7,2,5,1,Other
PA,10266,Personal,0,0,4,1,1,0,Other
FT,1223,Credit,0,0,5,2,1,1,AU
PA,9117,Personal,0,0,1,2,1,1,Other
PA,707,Personal,2815,0,27,2,1,0,CZ
PA,8696,Home_Loan,0,0,48,5,2,1,AU
FT,3699,Personal,0,0,38,3,1,0,AU
FT,4473,Personal,0,0,1,9,1,1,Other
FT,4258,Personal,0,0,3,2,1,1,AU
PA,409,Personal,409,0,48,1,1,1,Other
PA,1200,Personal,0,0,28,5,1,1,Other
PA,430,Personal,0,0,18,1,1,1,AU
PA,5647,Personal,0,0,7,7,1,1,Other
PA,8317,Personal,0,0,26,1,2,1,Other
PA,654,Personal,0,0,8,2,1,1,Other
PA,1879,Personal,0,0,3,5,1,0,Other
FT,8642,Home_Loan,0,0,34,1,2,0,AU
PA,1225,Personal,1225,0,49,3,2,1,Other
PA,1265,Home_Loan,0,0,2,2,1,1,AU
PA,4430,Personal,4430,0,5,6,1,0,Other
PA,5725,Personal,0,0,2,3,1,0,AU
PA,1610,Personal,0,0,5,11,1,0,Other
PA,5952,Personal,0,0,10,2,1,1,AU
OTT,3749,Personal,0,0,1,3,1,0,AU
BPAY,188,Home_Loan,0,0,44,1,1,1,AU
PA,3694,Personal,0,0,1,1,2,0,Other
PA,2918,Personal,0,0,30,2,1,0,Other
PA,469,Personal,0,0,7,1,1,0,Other
FT,3081,Personal,0,0,43,15,2,0,Other
PA,3248,Personal,0,0,3,1,1,0,AU
PA,5166,Personal,0,0,5,1,2,1,AU
FT,7566,Personal,0,0,33,2,2,0,AU
PA,3990,Home_Loan,0,0,1,1,1,1,ZA
FT,2313,Personal,0,0,29,2,1,0,Other
FT,8641,Personal,0,0,41,2,5,1,Other
OTT,3705,Business,0,0,2,4,1,0,Other
PA,2882,Personal,0,0,3,1,1,0,AU
PA,6340,Personal,0,0,3,3,2,0,Other
PA,2029,Business,2029,0,46,2,2,1,Other
PA,3462,Home_Loan,0,0,4,2,2,1,Other
FT,1217,Credit,0,0,2,3,1,0,Other
PA,1926,Home_Loan,0,0,1,1,2,0,Other
PA,9860,Personal,0,0,6,4,1,1,Other
PA,2115,Business,2115,0,7,13,1,1,AU
PA,9202,Personal,0,0,39,1,1,0,AU
PA,4164,Personal,0,0,23,3,1,0,Other
PA,995,Personal,0,0,6,2,2,0,Other
PA,823,Personal,0,0,2,2,2,0,Other
PA,5528,Personal,0,0,10,1,2,1,AU
PA,4341,Personal,0,0,4,3,1,1,ZA
FT,193,Personal,0,0,19,6,1,1,AU
PA,1154,Personal,0,0,13,5,2,0,AU
PA,9587,Personal,0,0,2,3,1,1,AU
PA,2268,Personal,0,0,2,2,1,0,ZA
FT,114,Personal,0,0,19,4,1,1,AU
PA,3896,Personal,3896,0,9,14,1,1,Other
FT,5152,Credit,0,0,38,12,1,0,Other
PA,605,Personal,0,0,27,2,1,1,AU
PA,175,Personal,0,0,22,5,1,1,AU
OTT,7903,Personal,0,0,42,3,1,0,AU
FT,4405,Personal,0,0,5,2,1,0,AU
PA,2909,Personal,0,0,2,3,1,0,Other
PA,8217,Personal,0,0,4,15,1,1,Other
PA,2222,Personal,0,0,8,1,1,1,AU
PA,6631,Personal,0,0,2,2,1,1,Other
OTT,5909,Personal,5909,0,40,1,1,0,AU
OTT,5867,Personal,0,0,3,2,1,0,AU
PA,848,Personal,0,0,3,3,2,0,AU
PA,5383,Personal,3789,0,3,2,1,0,AU
FT,3247,Home_Loan,0,0,3,2,1,0,AU
PA,2386,Business,0,0,4,4,1,0,ZA
PA,537,Personal,0,0,4,2,1,0,Other
PA,4462,Personal,0,0,14,6,1,1,Other
PA,3218,Home_Loan,0,0,22,3,2,1,Other
OTT,7770,Personal,0,0,9,1,2,0,Other
PA,6309,Personal,6309,0,27,1,1,0,AU
PA,1623,Personal,0,0,5,1,1,0,AU
FT,8039,Credit,0,0,38,2,2,0,Other
PA,488,Personal,0,0,5,5,1,0,AU
PA,5001,Personal,0,0,5,2,2,1,Other
PA,5543,Personal,0,0,8,10,2,1,Other
PA,4633,Personal,0,0,3,15,2,1,AU
PA,1922,Personal,0,0,7,2,2,0,AU
BPAY,316,Personal,0,0,24,4,2,1,Other
PA,840,Personal,0,0,1,1,1,1,AU
PA,1804,Personal,0,0,9,3,1,1,AU
PA,640,Personal,640,0,2,1,1,1,Other
PA,1089,Business,0,0,4,1,1,1,AU
PA,752,Home_Loan,2625,0,38,1,3,1,AU
FT,2760,Personal,0,0,11,3,1,1,AU
BPAY,8057,Personal,0,0,1,2,2,0,UK
PA,8194,Personal,0,0,25,12,4,1,Other
PA,113,Personal,0,0,1,4,2,0,NL
BPAY,7930,Business,0,0,8,2,2,1,ZA
OTT,2900,Personal,0,0,7,3,1,0,AU
FT,164,Personal,0,0,4,2,1,0,Other
PA,846,Personal,0,0,2,10,1,0,AU
PA,390,Personal,0,0,38,3,1,1,AU
PA,2061,Home_Loan,0,0,3,2,1,1,Other
FT,2130,Personal,0,0,15,2,2,0,Other
PA,193,Personal,0,0,2,4,4,0,Other
FT,5527,Personal,0,0,35,2,1,0,Other
FT,2758,Credit,0,0,16,10,1,1,Other
PA,4761,Personal,4761,0,10,4,3,0,Other
PA,3028,Personal,3028,0,4,1,1,0,Other
OTT,568,Personal,0,0,1,3,2,1,ZA
PA,8269,Personal,0,0,15,3,2,1,Other
PA,7442,Personal,0,0,5,5,2,1,Other
OTT,9122,Personal,0,0,3,6,5,0,Other
PA,5612,Personal,0,0,9,4,2,1,Other
PA,9732,Personal,0,0,7,5,1,0,AU
FT,1877,Personal,0,0,36,1,1,0,Other
FT,7747,Personal,0,0,17,2,1,1,AU
FT,906,Personal,0,0,39,1,2,0,Other
BPAY,1196,Personal,818,549,44,2,1,0,Other
FT,2915,Credit,0,0,27,4,1,0,Other
FT,5881,Personal,0,0,6,1,1,0,AU
PA,157,Personal,0,0,2,2,1,0,AU
PA,10267,Personal,0,0,1,3,1,0,AU
PA,3676,Personal,0,0,5,2,1,1,AU
PA,2059,Personal,0,0,25,1,1,0,AU
PA,7658,Personal,0,0,6,2,2,0,Other
PA,3726,Business,0,0,7,1,1,0,AU
FT,1929,Personal,0,0,17,2,1,1,Other
FT,5494,Personal,0,0,46,3,1,1,Other
FT,162,Home_Loan,0,0,13,8,1,0,AU
FT,1574,Home_Loan,0,0,6,1,1,0,Other
FT,1153,Personal,0,0,1,6,1,1,AU
FT,2978,Personal,0,0,4,6,1,1,AU
PA,841,Personal,0,0,8,2,2,1,AU
PA,1542,Personal,0,0,47,3,1,1,Other
OTT,8425,Personal,0,0,23,1,1,0,AU
PA,3559,Personal,0,0,6,3,1,0,AU
PA,1298,Personal,0,0,1,2,1,1,Other
PA,76,Personal,0,0,10,5,1,1,Other
PA,513,Personal,0,0,7,3,1,1,Other
PA,1667,Personal,0,0,3,1,1,1,Other
PA,3672,Personal,0,0,3,2,2,1,AU
FT,6346,Personal,0,0,37,4,1,0,AU
OTT,10863,Personal,548,0,17,2,1,0,ZA
FT,9209,Personal,0,0,25,2,1,1,AU
PA,1041,Personal,0,0,1,14,1,1,Other
PA,3599,Personal,0,0,4,4,1,1,AU
FT,10053,Personal,0,0,6,1,2,0,Other
PA,10398,Business,0,0,3,3,1,0,Other
PA,10004,Business,0,0,9,3,1,1,Other
FT,1513,Personal,0,0,6,2,1,0,Other
PA,5710,Business,0,0,19,2,1,1,Other
FT,10758,Personal,0,0,4,14,1,1,Other
FT,4615,Personal,0,0,21,2,2,1,AU
PA,883,Personal,0,0,9,3,1,1,AU
PA,988,Personal,988,0,19,1,1,1,Other
PA,9035,Personal,0,0,8,4,1,0,AU
PA,4393,Business,0,0,22,4,2,0,Other
PA,3111,Personal,0,0,3,5,2,1,AU
PA,6524,Personal,0,0,4,3,1,1,AU
PA,851,Personal,0,0,8,3,1,0,ZA
PA,99,Personal,0,0,5,2,1,0,Other
FT,10340,Personal,0,0,5,11,2,1,AU
PA,216,Personal,356,0,4,3,2,0,Other
PA,3392,Personal,0,0,31,1,1,0,Other
PA,5301,Personal,0,0,32,3,1,1,Other
PA,881,Personal,283,0,4,5,1,1,AU
PA,2918,Business,0,0,3,14,1,1,AU
PA,477,Personal,0,0,8,2,1,1,AU
PA,1199,Business,0,0,4,3,1,1,Other
BPAY,4375,Credit,0,0,5,4,1,1,Other
PA,7832,Personal,0,0,8,6,1,0,Other
